Cell IDs id type pred_loc_x pred_loc_y
127933119252962776003246307671583250676 127933119252962776003246307671583250676 127933119252962776003246307671583250676 L2_3_IT 0.343081430161459 0.296296296296296
128533608773610449705682934431218958281 128533608773610449705682934431218958281 128533608773610449705682934431218958281 L4_5_IT 0.700822620153577 0.0740740740740743
129245815825030201740953982718545610999 129245815825030201740953982718545610999 129245815825030201740953982718545610999 L5_IT 0.324587976280684 0.407407407407407
131010652159681855672504000993960072643 131010652159681855672504000993960072643 131010652159681855672504000993960072643 L5_ET 0.339904159559945 0.185185185185185
131669339246995635020933699927046720158 131669339246995635020933699927046720158 131669339246995635020933699927046720158 Astro 0.319330790126498 0.222222222222222
131972055755649302422807956444013628860 131972055755649302422807956444013628860 131972055755649302422807956444013628860 L4_5_IT 0.642369605939954 0.777777777777778
132121229613057657432176695403412303977 132121229613057657432176695403412303977 132121229613057657432176695403412303977 L4_5_IT 0.569730805554117 0.222222222222222
132318997534218317067461918484007593872 132318997534218317067461918484007593872 132318997534218317067461918484007593872 L4_5_IT 0.34402796637287 0.185185185185185
132840832787353349499745996441921257091 132840832787353349499745996441921257091 132840832787353349499745996441921257091 L2_3_IT 0.964037504231349 0.222222222222222
132901124485014248441689085090610313670 132901124485014248441689085090610313670 132901124485014248441689085090610313670 Astro 0.437584277742466 0.777777777777778
133498468533497173484749777318951309861 133498468533497173484749777318951309861 133498468533497173484749777318951309861 L4_5_IT 0.333393922664696 0.222222222222222
134165775345181660761552125904454753211 134165775345181660761552125904454753211 134165775345181660761552125904454753211 L5_IT 0.68946662403828 0.0740740740740743
134419990687415089144070171947426798775 134419990687415089144070171947426798775 134419990687415089144070171947426798775 L4_5_IT 0.659059336107404 0.518518518518518
13454253362200055922835066623048289484 13454253362200055922835066623048289484 13454253362200055922835066623048289484 L5_IT 0.353799798850275 0.666666666666667
135615468695376228062388019142397110909 135615468695376228062388019142397110909 135615468695376228062388019142397110909 Vip 0.690241764879339 0.851851851851852
135801044878645608910953902482812496426 135801044878645608910953902482812496426 135801044878645608910953902482812496426 L6_IT 0.756186914549918 0.62962962962963
135861144701718812801630008340538058841 135861144701718812801630008340538058841 135861144701718812801630008340538058841 L6_IT 0.823885043967754 0.666666666666667
138753786933580325478591751940289778985 138753786933580325478591751940289778985 138753786933580325478591751940289778985 L4_5_IT 0.567461933576293 0.518518518518518
139435307251601400188706986820495906760 139435307251601400188706986820495906760 139435307251601400188706986820495906760 L5_IT 0.211137711731309 0.0370370370370372
139682608837126527973214708026738559770 139682608837126527973214708026738559770 139682608837126527973214708026738559770 L5_ET 0.466501745317934 0.37037037037037
139893093057957818245907155686898785879 139893093057957818245907155686898785879 139893093057957818245907155686898785879 L2_3_IT 0.940475561585536 0.592592592592593
140198439809155779355550195093467924731 140198439809155779355550195093467924731 140198439809155779355550195093467924731 L4_5_IT 0.872447771612279 0.740740740740741
141663462893562695849984572782797534467 141663462893562695849984572782797534467 141663462893562695849984572782797534467 L2_3_IT 0.678049891575506 0.740740740740741
142137939059438502412978552510620281516 142137939059438502412978552510620281516 142137939059438502412978552510620281516 L5_IT 0.324195066382743 0.407407407407407
142179266052797902841775567544282344786 142179266052797902841775567544282344786 142179266052797902841775567544282344786 L4_5_IT 0.816595077104572 0.518518518518518
142598043794931982619860894277584102647 142598043794931982619860894277584102647 142598043794931982619860894277584102647 L6_IT 0.661135587425301 0.333333333333333
143939462237917823012893261885101554725 143939462237917823012893261885101554725 143939462237917823012893261885101554725 L5_ET 0.208694583320987 0.222222222222222
144037999962948009924006727343022143107 144037999962948009924006727343022143107 144037999962948009924006727343022143107 L4_5_IT 0.568506764923907 0.148148148148148
144312193681345162143042165904903504548 144312193681345162143042165904903504548 144312193681345162143042165904903504548 L2_3_IT 0.640505597113505 0.0740740740740743
144548110034671843640331948537227048764 144548110034671843640331948537227048764 144548110034671843640331948537227048764 L4_5_IT 0.830212311590132 0.703703703703704
144740284021897348146477588624079314795 144740284021897348146477588624079314795 144740284021897348146477588624079314795 L4_5_IT 0.945293412176346 0.518518518518518
145155615789639917071218523721046218317 145155615789639917071218523721046218317 145155615789639917071218523721046218317 L2_3_IT 0.825441222345738 0.814814814814815
145384449689989409070596603249666151039 145384449689989409070596603249666151039 145384449689989409070596603249666151039 L4_5_IT 0.165396300727041 0.0370370370370372
145428253599814138464866103935135767607 145428253599814138464866103935135767607 145428253599814138464866103935135767607 Astro 0.335818782581153 0.407407407407407
145545142121539228518908232546375289604 145545142121539228518908232546375289604 145545142121539228518908232546375289604 L4_5_IT 0.828910895182941 0.814814814814815
146106884006979298995320323673527470691 146106884006979298995320323673527470691 146106884006979298995320323673527470691 L2_3_IT 0.96966414629493 0.703703703703704
146494932507975109573428938962693341688 146494932507975109573428938962693341688 146494932507975109573428938962693341688 L4_5_IT 0.641509974851025 0.407407407407407
1471673405619454640729030381979073733 1471673405619454640729030381979073733 1471673405619454640729030381979073733 L2_3_IT 0.249921571285092 0.518518518518518
147372623427744354274977655642154122702 147372623427744354274977655642154122702 147372623427744354274977655642154122702 L2_3_IT 0.554682164722198 0.185185185185185
14794792563487127015954798110009713653 14794792563487127015954798110009713653 14794792563487127015954798110009713653 L5_IT 0.457839137576986 0.37037037037037
147955137545097545957416543086447680576 147955137545097545957416543086447680576 147955137545097545957416543086447680576 L5_ET 0.966565021933053 0.259259259259259
150379153728608454229361251988101889791 150379153728608454229361251988101889791 150379153728608454229361251988101889791 L4_5_IT 0.821984624966396 0.185185185185185
150857957978587921967903619754742640110 150857957978587921967903619754742640110 150857957978587921967903619754742640110 L4_5_IT 0.356009527533596 0.37037037037037
152596423882722990672358423636017474000 152596423882722990672358423636017474000 152596423882722990672358423636017474000 L2_3_IT 0.450495045207013 0.518518518518518
154071538597013780681000933290958602101 154071538597013780681000933290958602101 154071538597013780681000933290958602101 L6_IT 0.661884231083631 0.888888888888889
155564931060122047964349006697499900227 155564931060122047964349006697499900227 155564931060122047964349006697499900227 L4_5_IT 0.466189046404813 0.37037037037037
156424003153429153227201317953424810220 156424003153429153227201317953424810220 156424003153429153227201317953424810220 L2_3_IT 0.901800991810548 0.259259259259259
156439248017753418544219030004324663487 156439248017753418544219030004324663487 156439248017753418544219030004324663487 L5_ET 0.213410474193227 0.185185185185185
157002858641621970158423774352571980988 157002858641621970158423774352571980988 157002858641621970158423774352571980988 L4_5_IT 0.214645305810944 0.259259259259259
15851019873128024963691621580892236831 15851019873128024963691621580892236831 15851019873128024963691621580892236831 L4_5_IT 0.550988664522356 0.481481481481482
158557062289997026097415798748314582113 158557062289997026097415798748314582113 158557062289997026097415798748314582113 L4_5_IT 0.331139222707855 0.222222222222222
159243855812976968549212623884181313380 159243855812976968549212623884181313380 159243855812976968549212623884181313380 L2_3_IT 0.946384986146644 0.814814814814815
159498649268999187520288678178436431079 159498649268999187520288678178436431079 159498649268999187520288678178436431079 L4_5_IT 0.254939190812599 0.407407407407407
160167713722624258101327212041861007519 160167713722624258101327212041861007519 160167713722624258101327212041861007519 L4_5_IT 0.218254634201457 0.185185185185185
160270891851298688926063222318406118482 160270891851298688926063222318406118482 160270891851298688926063222318406118482 L2_3_IT 0.549719865194356 0.37037037037037
161135214896979562575082481900227787423 161135214896979562575082481900227787423 161135214896979562575082481900227787423 L2_3_IT 0.234170764126191 0.222222222222222
161340522856089974092856872127946012991 161340522856089974092856872127946012991 161340522856089974092856872127946012991 L4_5_IT 0.465284150472628 0.259259259259259
161417360262126175686545139062522241607 161417360262126175686545139062522241607 161417360262126175686545139062522241607 L5_ET 0.682171950254656 0.37037037037037
163112121924518435847200298199637020492 163112121924518435847200298199637020492 163112121924518435847200298199637020492 L2_3_IT 0.753252232439892 0.111111111111111
163865996290595919308654998393883619945 163865996290595919308654998393883619945 163865996290595919308654998393883619945 L4_5_IT 0.828206101920611 0.185185185185185
164322446430525629884071410949653052372 164322446430525629884071410949653052372 164322446430525629884071410949653052372 L2_3_IT 0.774056279220896 0.0740740740740743
164483189052791233946601378514344214641 164483189052791233946601378514344214641 164483189052791233946601378514344214641 L5_IT 0.474627393487972 0.592592592592593
165119460723904957414268527141573904228 165119460723904957414268527141573904228 165119460723904957414268527141573904228 L4_5_IT 0.237446378322264 0.185185185185185
165439041126158444078075892990085781191 165439041126158444078075892990085781191 165439041126158444078075892990085781191 L2_3_IT 0.0153024614786016 0.296296296296296
16548283312143935816439491141117965083 16548283312143935816439491141117965083 16548283312143935816439491141117965083 L5_IT 0.985918048117426 0.518518518518518
166584180678958667347811536470910080431 166584180678958667347811536470910080431 166584180678958667347811536470910080431 L5_IT 0.848690335984178 0.185185185185185
166865343867872397179335949272081334988 166865343867872397179335949272081334988 166865343867872397179335949272081334988 L5_ET 0.470016533394862 0.407407407407407
167185509285442532681789995680596718279 167185509285442532681789995680596718279 167185509285442532681789995680596718279 L5_IT 0.911640985606679 0.481481481481482
167829176528000042939844735154425792627 167829176528000042939844735154425792627 167829176528000042939844735154425792627 L5_ET 0.751303300297575 0.148148148148148
167988055475975353201689639757552858555 167988055475975353201689639757552858555 167988055475975353201689639757552858555 L4_5_IT 0.985903754406468 0.333333333333333
169396367621972724242110705496271832598 169396367621972724242110705496271832598 169396367621972724242110705496271832598 L5_IT 0.353675491183754 0.666666666666667
169469335442083636269014020045897241339 169469335442083636269014020045897241339 169469335442083636269014020045897241339 Endo 0.817204643394391 0.185185185185185
169970315490913636347948942263909932634 169970315490913636347948942263909932634 169970315490913636347948942263909932634 L4_5_IT 0.969646006115957 0.592592592592593
17014901976407262739380132625863081044 17014901976407262739380132625863081044 17014901976407262739380132625863081044 L2_3_IT 0.971699536776209 0.851851851851852
170205725039557421503162990042073991189 170205725039557421503162990042073991189 170205725039557421503162990042073991189 L5_ET 0.330436375788078 0.222222222222222
170376840632308222318579761268700200400 170376840632308222318579761268700200400 170376840632308222318579761268700200400 L6_IT 0.88860471781248 0.814814814814815
170379741723653408250361818919336742211 170379741723653408250361818919336742211 170379741723653408250361818919336742211 L2_3_IT 0.554578843440507 0.148148148148148
170501356485910123607926013999027643180 170501356485910123607926013999027643180 170501356485910123607926013999027643180 L4_5_IT 0.338483550185146 0.37037037037037
170614221256058488425367137101035585961 170614221256058488425367137101035585961 170614221256058488425367137101035585961 L2_3_IT 0.810782533405538 0.777777777777778
171530440923641009101501921422730542448 171530440923641009101501921422730542448 171530440923641009101501921422730542448 L4_5_IT 0.829387697122482 0.185185185185185
172487082765263325854513421019566029718 172487082765263325854513421019566029718 172487082765263325854513421019566029718 L5_IT 0.566842797990011 0.148148148148148
173011102441921534044789459271974450927 173011102441921534044789459271974450927 173011102441921534044789459271974450927 L2_3_IT 0.912979354737297 0.518518518518518
173087680758843794395720535940577092094 173087680758843794395720535940577092094 173087680758843794395720535940577092094 L5_IT 0.469576539082147 0.518518518518518
173287906276786955869217704441799004863 173287906276786955869217704441799004863 173287906276786955869217704441799004863 L2_3_IT 0.236386991491716 0.407407407407407
174206242740627005669149917545950202603 174206242740627005669149917545950202603 174206242740627005669149917545950202603 L5_IT 0.554690946748273 0.148148148148148
175402937955309111850087563178391995591 175402937955309111850087563178391995591 175402937955309111850087563178391995591 L2_3_IT 0.448398685886479 0.333333333333333
175521799600212189985752574271725767791 175521799600212189985752574271725767791 175521799600212189985752574271725767791 L5_IT 0.130728271478592 0.222222222222222
176862436752109751742535778363727153101 176862436752109751742535778363727153101 176862436752109751742535778363727153101 Astro 0.436039126186667 0.777777777777778
17809229509449992690610352360106246447 17809229509449992690610352360106246447 17809229509449992690610352360106246447 L4_5_IT 0.975223829578965 0.740740740740741
17956817391177774460112505423172107720 17956817391177774460112505423172107720 17956817391177774460112505423172107720 L4_5_IT 0.637025773564174 0.407407407407408
179881338892530697019508932296846891015 179881338892530697019508932296846891015 179881338892530697019508932296846891015 L5_ET 0.464298660684956 0.518518518518518
180386200082036859557614918386114388584 180386200082036859557614918386114388584 180386200082036859557614918386114388584 L6_IT 0.457768544302507 0.259259259259259
180997864380540445836885270186792273400 180997864380540445836885270186792273400 180997864380540445836885270186792273400 L5_IT 0.663405395626136 0.888888888888889
183235960982132798021377148756273845985 183235960982132798021377148756273845985 183235960982132798021377148756273845985 L4_5_IT 0.201108101889603 0.0370370370370372
183362139605532683719312381174497398262 183362139605532683719312381174497398262 183362139605532683719312381174497398262 Astro 0.953576492077143 0.555555555555556
184926217177507947632480922079846164355 184926217177507947632480922079846164355 184926217177507947632480922079846164355 L6_IT 0.967961065665353 0.333333333333333
185734474369058285616190269265425555608 185734474369058285616190269265425555608 185734474369058285616190269265425555608 Peri 0.228458006212399 0.666666666666667
186196559555102886893011303204372502248 186196559555102886893011303204372502248 186196559555102886893011303204372502248 L5_ET 0.433342242460706 0.0740740740740743
186517429680814373005689332590091096560 186517429680814373005689332590091096560 186517429680814373005689332590091096560 L5_ET 0.237912995596083 0.407407407407407
18668118204741381250906606862948760955 18668118204741381250906606862948760955 18668118204741381250906606862948760955 L5_ET 0.901050948118755 0.518518518518518
187185698904182467448785804344749973997 187185698904182467448785804344749973997 187185698904182467448785804344749973997 L2_3_IT 0.680751824335028 0.0740740740740743
18766048344253459172497780524947077395 18766048344253459172497780524947077395 18766048344253459172497780524947077395 L2_3_IT 0.566422171631811 0.740740740740741
187683084432999690919452445344784201655 187683084432999690919452445344784201655 187683084432999690919452445344784201655 L4_5_IT 0.667771076414265 0.555555555555556
187699733079193786433058137888699787396 187699733079193786433058137888699787396 187699733079193786433058137888699787396 L4_5_IT 0.25459651637682 0.37037037037037
187872111092171988759329954662268587892 187872111092171988759329954662268587892 187872111092171988759329954662268587892 L2_3_IT 0.221755430159669 0.185185185185185
188264520251471748190527100634998993343 188264520251471748190527100634998993343 188264520251471748190527100634998993343 Oligo 0.959168437748803 0.555555555555556
188367518237355405249707724111360843930 188367518237355405249707724111360843930 188367518237355405249707724111360843930 L2_3_IT 0.634865949510321 0.407407407407407
190181233490450597202924971260839977012 190181233490450597202924971260839977012 190181233490450597202924971260839977012 L5_IT 0.663667869869158 0.888888888888889
19053368028460531725967541515763115960 19053368028460531725967541515763115960 19053368028460531725967541515763115960 L4_5_IT 0.809250903747254 0.888888888888889
190679627772238179813381583775899721235 190679627772238179813381583775899721235 190679627772238179813381583775899721235 L2_3_IT 0.904128321370707 0.814814814814815
19167067260843099447946209547329255365 19167067260843099447946209547329255365 19167067260843099447946209547329255365 L4_5_IT 0.125620038910109 0.222222222222222
193154757483980202434543513399051762694 193154757483980202434543513399051762694 193154757483980202434543513399051762694 L5_IT 0.343563483614354 0.259259259259259
19329720531230754560285049572028181492 19329720531230754560285049572028181492 19329720531230754560285049572028181492 L2_3_IT 0.632580605538545 0.740740740740741
19376473485700554380174795300914350230 19376473485700554380174795300914350230 19376473485700554380174795300914350230 L4_5_IT 0.325709175350494 0.296296296296296
195160129064508754490865241832211030075 195160129064508754490865241832211030075 195160129064508754490865241832211030075 L4_5_IT 0.819125426901898 0.777777777777778
196441159195161209842102026041461281320 196441159195161209842102026041461281320 196441159195161209842102026041461281320 L4_5_IT 0.580707409275679 0.851851851851852
198569902835251231452333841695311700531 198569902835251231452333841695311700531 198569902835251231452333841695311700531 Astro 0.213271422639728 0.222222222222222
200164432920488714736511694371379073941 200164432920488714736511694371379073941 200164432920488714736511694371379073941 L2_3_IT 0.977566019719804 0.740740740740741
200232678939698199677760681633284565800 200232678939698199677760681633284565800 200232678939698199677760681633284565800 L4_5_IT 0.352604578758093 0.296296296296296
200983873755448501905974022651763931032 200983873755448501905974022651763931032 200983873755448501905974022651763931032 L2_3_IT 0.657394452433837 0.185185185185185
201436102879677449838225326286871226838 201436102879677449838225326286871226838 201436102879677449838225326286871226838 L4_5_IT 0.161294157690625 0.518518518518518
201481939003141399842758094028734299038 201481939003141399842758094028734299038 201481939003141399842758094028734299038 L4_5_IT 0.45758136279813 0.259259259259259
201725832123495542861903891434452607968 201725832123495542861903891434452607968 201725832123495542861903891434452607968 L5_ET 0.262165787995154 0.259259259259259
202280876094255443525277725587515963038 202280876094255443525277725587515963038 202280876094255443525277725587515963038 L4_5_IT 0.986256691569621 0.888888888888889
203108310568484147369488374664314999810 203108310568484147369488374664314999810 203108310568484147369488374664314999810 L2_3_IT 0.878948384838368 0.740740740740741
203292210565944782022945295650487938895 203292210565944782022945295650487938895 203292210565944782022945295650487938895 L2_3_IT 0.828396805260956 0.703703703703704
204174289447641514460709195431279988646 204174289447641514460709195431279988646 204174289447641514460709195431279988646 L2_3_IT 0.843833298374959 0.814814814814815
20440997286120936729367043653786239237 20440997286120936729367043653786239237 20440997286120936729367043653786239237 L5_ET 0.253913040840129 0.37037037037037
205084089798241204306581613181649344570 205084089798241204306581613181649344570 205084089798241204306581613181649344570 L2_3_IT 0.451252762701323 0.518518518518518
206611320507661359258959764641991390692 206611320507661359258959764641991390692 206611320507661359258959764641991390692 L5_ET 0.351267286207542 0.185185185185185
207169961982299929256037664174996913984 207169961982299929256037664174996913984 207169961982299929256037664174996913984 L5_ET 0.953005108502354 0.592592592592593
207535518960334888801102785139325249120 207535518960334888801102785139325249120 207535518960334888801102785139325249120 L6_IT 0.647813097710536 0.185185185185185
207764299149548795433392947159455681214 207764299149548795433392947159455681214 207764299149548795433392947159455681214 L5_ET 0.681629878631635 0.37037037037037
208096836029947923084407581768555794620 208096836029947923084407581768555794620 208096836029947923084407581768555794620 L5_IT 0.31964654107043 0.185185185185185
209591509407863599873449375014088080666 209591509407863599873449375014088080666 209591509407863599873449375014088080666 L2_3_IT 0.671647115265341 0.888888888888889
209752753859352081860952714566886614745 209752753859352081860952714566886614745 209752753859352081860952714566886614745 L2_3_IT 0.831254354591959 0.185185185185185
210115444828658049942673924377734749887 210115444828658049942673924377734749887 210115444828658049942673924377734749887 L5_ET 0.573944469405104 0.481481481481482
210565552967366583728925294527262212850 210565552967366583728925294527262212850 210565552967366583728925294527262212850 L5_ET 0.269632023941328 0.666666666666667
210946471460091546449431499554259364288 210946471460091546449431499554259364288 210946471460091546449431499554259364288 Astro 0.256337296418329 0.666666666666667
211132390493805767181006834329430312503 211132390493805767181006834329430312503 211132390493805767181006834329430312503 L4_5_IT 0.658166273092036 0.851851851851852
211547761903299407710155878714221517741 211547761903299407710155878714221517741 211547761903299407710155878714221517741 L4_5_IT 0.340610238542092 0.259259259259259
211547941291930810288612106853812089125 211547941291930810288612106853812089125 211547941291930810288612106853812089125 Astro 0.975969290654666 0.814814814814815
211625087972339665609128587633656576138 211625087972339665609128587633656576138 211625087972339665609128587633656576138 Astro 0.0651361579575325 0.185185185185185
212814191384639393836309933583902639344 212814191384639393836309933583902639344 212814191384639393836309933583902639344 L2_3_IT 0.975165446730325 0.259259259259259
213540868501000653382753358737182718269 213540868501000653382753358737182718269 213540868501000653382753358737182718269 L2_3_IT 0.339033522543619 0.259259259259259
214054275022868103875822534224954320365 214054275022868103875822534224954320365 214054275022868103875822534224954320365 L2_3_IT 0.355419361975763 0.148148148148148
214249812150852468931664727663705348987 214249812150852468931664727663705348987 214249812150852468931664727663705348987 L5_IT 0.21957761521831 0.666666666666667
21496998368143374969535349799096364783 21496998368143374969535349799096364783 21496998368143374969535349799096364783 L2_3_IT 0.896193761963272 0.518518518518518
215505913343211357955778647325901767768 215505913343211357955778647325901767768 215505913343211357955778647325901767768 L4_5_IT 0.346925759813001 0.444444444444445
215610393121655748935342203452356554612 215610393121655748935342203452356554612 215610393121655748935342203452356554612 L2_3_IT 0.801430991836838 0.740740740740741
215871180258959600516728430791437798521 215871180258959600516728430791437798521 215871180258959600516728430791437798521 OPC 0.82935208806117 0.444444444444445
216128315116734539645486728609757685990 216128315116734539645486728609757685990 216128315116734539645486728609757685990 L5_IT 0.443188568119707 0.777777777777778
216756513942485799514384983659972763669 216756513942485799514384983659972763669 216756513942485799514384983659972763669 L4_5_IT 0.972595096743131 0.814814814814815
216885013693428880730203561462726650977 216885013693428880730203561462726650977 216885013693428880730203561462726650977 L4_5_IT 0.744767257388127 0.740740740740741
21766128367326914613636765945459738230 21766128367326914613636765945459738230 21766128367326914613636765945459738230 L5_IT 0.324851544491316 0.407407407407407
217890613565704273572769868592378933310 217890613565704273572769868592378933310 217890613565704273572769868592378933310 L2_3_IT 0.443844512699477 0.703703703703704
217992959076285928615286989560326671657 217992959076285928615286989560326671657 217992959076285928615286989560326671657 L5_ET 0.223557966780459 0.666666666666667
218530715156511364410818548390884320640 218530715156511364410818548390884320640 218530715156511364410818548390884320640 L2_3_IT 0.341901808460269 0.333333333333333
218636120599135185910233351360917122523 218636120599135185910233351360917122523 218636120599135185910233351360917122523 L5_ET 0.815185802149315 0.518518518518518
219392982907054543719624580474798601846 219392982907054543719624580474798601846 219392982907054543719624580474798601846 L4_5_IT 0.215143221065658 0.259259259259259
219402402412561257505758581652937611736 219402402412561257505758581652937611736 219402402412561257505758581652937611736 L5_ET 0.679831766619744 0.0740740740740743
21940819742906906959674258390181854912 21940819742906906959674258390181854912 21940819742906906959674258390181854912 L4_5_IT 0.768087531967276 0.0740740740740743
21952302873776832859495404023295767961 21952302873776832859495404023295767961 21952302873776832859495404023295767961 L4_5_IT 0.237180692157167 0.222222222222222
2201340343603051067307180304875142027 2201340343603051067307180304875142027 2201340343603051067307180304875142027 L2_3_IT 0.452004867632137 0.518518518518518
220383146795384905817862179106307905600 220383146795384905817862179106307905600 220383146795384905817862179106307905600 Astro 0.884954064634052 0.259259259259259
220851684290227519036893532079847059702 220851684290227519036893532079847059702 220851684290227519036893532079847059702 L5_IT 0.557325981231655 0.740740740740741
220880648475338271384213185180650692724 220880648475338271384213185180650692724 220880648475338271384213185180650692724 Endo 0.674832322502956 0.37037037037037
221005898794577785445957976995565596737 221005898794577785445957976995565596737 221005898794577785445957976995565596737 L5_IT 0.357379582413056 0.666666666666667
221347126599459228342222180131739395646 221347126599459228342222180131739395646 221347126599459228342222180131739395646 L5_IT 0.890527262913734 0.814814814814815
221710308438233008943881046301419213610 221710308438233008943881046301419213610 221710308438233008943881046301419213610 L4_5_IT 0.449604209574854 0.555555555555556
222387147294114805383238571182855979447 222387147294114805383238571182855979447 222387147294114805383238571182855979447 L4_5_IT 0.748785811890945 0.185185185185185
223385310820566026885991414946600915276 223385310820566026885991414946600915276 223385310820566026885991414946600915276 L2_3_IT 0.215214271300126 0.222222222222222
223619288449851395296821702413250043272 223619288449851395296821702413250043272 223619288449851395296821702413250043272 L5_ET 0.743724924981888 0.148148148148148
224205961758951568572704936759151569112 224205961758951568572704936759151569112 224205961758951568572704936759151569112 L4_5_IT 0.967862534608427 0.259259259259259
226458463065511826253701958669305244423 226458463065511826253701958669305244423 226458463065511826253701958669305244423 L2_3_IT 0.674121213763326 0.37037037037037
227511309921462758811291975696186214486 227511309921462758811291975696186214486 227511309921462758811291975696186214486 L5_ET 0.677891227261993 0.555555555555556
227945792312821911975742933884403329669 227945792312821911975742933884403329669 227945792312821911975742933884403329669 L6_IT 0.986542926861878 0.740740740740741
229295307072334541043920109951846971179 229295307072334541043920109951846971179 229295307072334541043920109951846971179 L5_IT 0.834631957130387 0.518518518518518
230985456579616901384926455980257635390 230985456579616901384926455980257635390 230985456579616901384926455980257635390 L4_5_IT 0.959768636160163 0.814814814814815
